Code	Stage	Slot	Name	Name (Alternate)	Description 	Strength	Speed	Stamina	Regular Tech	Special Tech	Strength	Speed	Stamina	Intelligence	Willpower	Tactics	Power	Control	Reserves
846	6	2	Crippling Vines	Fugu Zairu no Jutsu	After saying, 'Look out behind you,' Four vines sprout up behind anyone who hears the user, gripping their arms and legs. Keeping him still for but a moment, they suddenly sprout out to the area of their tendons, suddenly growing thorns over the tendons. Needless to say, the tendons are severed, making the brain believe that all of the tendons in the arms and legs have been cut, making the opponent become a shuddering statue of pain; soon falling over. After the duration this sensation stops abruptly. Min Duration: 0 Base Duration: 1 Max Duration: 1														
846	6	3	Eight Vines	Hatsu Zairu no Jutsu	By catching eyes with a single opponent, this genjutsu is triggered. Suddenly, four vines grip the opponent's arms and legs, etc. Four vines sprout from the ground yet again: two dig into the opponent's ears, another repeatedly slaps the opponent on the face, and the final one attempts poorly to dig into their nose.														
846	6	4	False Timber!	Heki Mokuzai!	After yelling the trigger word, "Timber!" (or Mokuzai! for some) any opponent who hear will be caught in the genjutsu. Any trees that are nearby will seem to come down to collapse on the target, the whole forest falling in waves. Being struck by these trees seems real, and every sound and action from the cut of the trees to the disturbance they have on the ground seems to genuine until the genjutsu fades. Min Duration: 1 Base Duration: 1 Max Duration 1														
846	6	5	Open Slot																
846	6	6	Open Slot																
846	7	1	Bunny Vetch	Karasunoendou Usagi no Jutsu	A battle ready version of the Vetch, by throwing an object for the target's to see. Everyone who witnesses it is suddenly hit in the chest or back by a small seed that then grows into the large 4 vined Vetch. Unlike the previous jutsu, this one does not require a trigger word to make the spikes release, and every post it will do so at the start of the post, digging unviewed spikes deep into the target's flesh. This genjutsu has the added benefit of causing pure terror in those affected, even if they have previously been affected by the genjutsu.														
846	7	2	Toxic Shock	Dokusei no Jutsu	Triggered by a phrase of choice from the user, The opponents who hear the user feels a sudden tingle in their noses before losing the ability to sniff or even breathe through their nose (or so they think) as a mould has grown there. Then the agony starts, an illusionary pain said to be akin to acid eating at your face. The flesh deteriorates, as does the bone, soon leaving the target(s) front face to just kind of fall off, their eyes still held by the bone, with their brain slowly slipping out. It can work on three targets, max.														
846	7	3	Suffocation	Sanketsu no Jutsu	As the user opens their hand and breathes into it, all opponents who see the action are caught in the trigger. A sensation is felt in the targets throat and lungs as if a powder is caught in it, filling them utterly to the point that taking a breath becomes impossible. This usually causes gasping for air, but to their brain they aren't getting any air. They soon fall to the ground, the brain believing it self to be dead, knocking them out. The post after the duration, they awaken. If they realize this is a Genjutsu, it can be dispelled by a simple Kai regardless, Few people will actually know that, though. Opponent's Permission Required														
846	7	4	Open Slot																
846	7	5	Open Slot																
846	7	6	Open Slot																
845	1	1	Nature Creation	Etai Souken	Description : Often the first jutsu that academy students of Kusagakure learn, this jutsu allows the user to 'create' a source of Grass or anything in this list that they might require for a jutsu before peforming it. Naturally, this is an incredibly useful jutsu. This can be used to create basic grass in an area and can be used passively on seeds within the user's range, allowing them to grow faster then normal. At first this jutsu creates grass within a 15 feet radius. With higher levels of Ninjutsu Knowledge, this jutsu can be more powerful: stage 2: you can create 30 feet of grass -stage 3: you can create 50 feet of grass --stage 4: you can create 70 feet of grass														
845	1	2	Grass Clone	Kusa Bunshin no Jutsu	Requirement: Control 3, Intelligence 2 This jutsu creates clones from nearby flora, creating patchwork grass clones with grass counterparts to whatever equipment the user is carrying. All these weapons are as strong as their counterparts. Naturally, this cannot copy the special effects of weapons or items. They wouldn't be able to pull out a nice little explovise note of grass. They have the 1/10th the speed and strength of the user, but have 1 Stamina when it comes to defence. A single hit is enough to cause a stalk to untwine and make the whole thing fall into a pile of grass stalks. One clone is created. With higher levels of Grass Ninjutsu knowledge, more clones can be created: Base Stage: you can make 1 clone -stage 2: you can make 3 clones --stage 3: you can make 5 clones ---stage 4: you can make 7 clones														
